case_id,activity_name,timestamp,claimant_name,agent_name,adjuster_name,claim_amount,claimant_age,type_of_policy,car_make,car_model,car_year,type_of_accident,user_type
00f4e986-6dcd-498c-928b-c226d8458a78,Claim Decision,2021-08-12 17:21:51.280420,Margaret Lindsey,Shelly Phillips,Melanie Washington,1903.76,61,Liability,Chevrolet,Silverado,2022,Rollover,RPA
00f4e986-6dcd-498c-928b-c226d8458a78,Set Reserve,2021-08-16 14:17:21.044133,Margaret Lindsey,Shelly Phillips,Melanie Washington,1903.76,61,Liability,Chevrolet,Silverado,2022,Rollover,RPA
00f4e986-6dcd-498c-928b-c226d8458a78,Payment Sent,2021-08-20 06:20:30.798370,Margaret Lindsey,Shelly Phillips,Melanie Washington,1903.76,61,Liability,Chevrolet,Silverado,2022,Rollover,RPA
00f4e986-6dcd-498c-928b-c226d8458a78,Close Claim,2021-08-27 20:58:56.896288,Margaret Lindsey,Shelly Phillips,Melanie Washington,1903.76,61,Liability,Chevrolet,Silverado,2022,Rollover,RPA
dc1d9273-daa7-4383-9149-ea6072796b79,First Notification of Loss (FNOL),2020-09-05 06:49:06.409919,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
dc1d9273-daa7-4383-9149-ea6072796b79,Assign Claim,2020-09-18 11:09:43.680038,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
dc1d9273-daa7-4383-9149-ea6072796b79,Claim Decision,2020-09-20 22:22:45.302142,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
dc1d9273-daa7-4383-9149-ea6072796b79,Set Reserve,2020-09-23 18:25:24.569298,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
dc1d9273-daa7-4383-9149-ea6072796b79,Payment Sent,2020-09-25 20:53:42.021459,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
dc1d9273-daa7-4383-9149-ea6072796b79,Close Claim,2020-10-01 15:55:15.733420,Lori Wells,Leslie Cox,Jason Miller,2089.38,41,Collision,Jeep,Wrangler,2020,Head-on,Human
0fc781f1-ff5f-4da1-b9fb-580213799187,First Notification of Loss (FNOL),2020-04-25 07:59:51.533825,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
0fc781f1-ff5f-4da1-b9fb-580213799187,Assign Claim,2020-05-08 03:47:13.882159,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
0fc781f1-ff5f-4da1-b9fb-580213799187,Claim Decision,2020-05-11 10:42:08.709720,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
0fc781f1-ff5f-4da1-b9fb-580213799187,Set Reserve,2020-05-17 08:53:59.769632,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
0fc781f1-ff5f-4da1-b9fb-580213799187,Payment Sent,2020-05-23 05:29:38.253059,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
0fc781f1-ff5f-4da1-b9fb-580213799187,Close Claim,2020-05-27 18:20:18.143861,Curtis Chan,Kelly Holmes,Robin Jones,5481.93,73,Comprehensive,Chevrolet,Silverado,2017,Head-on,RPA
09669980-3435-498c-a57b-9ca9885840dd,First Notification of Loss (FNOL),2020-08-03 19:01:19.271653,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
09669980-3435-498c-a57b-9ca9885840dd,Assign Claim,2020-08-20 04:10:24.353833,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
09669980-3435-498c-a57b-9ca9885840dd,Claim Decision,2020-08-26 08:14:18.828318,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
09669980-3435-498c-a57b-9ca9885840dd,Set Reserve,2020-09-01 18:48:16.226451,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
09669980-3435-498c-a57b-9ca9885840dd,Payment Sent,2020-09-06 07:04:52.101635,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
09669980-3435-498c-a57b-9ca9885840dd,Close Claim,2020-09-10 06:05:50.480410,Sharon Johnson,Jerry Branch,Gabrielle Gilbert,1258.8,45,Collision,Jeep,Wrangler,2022,Side-impact,RPA
91fa38ea-765c-4228-b8ff-6075bfac8a24,First Notification of Loss (FNOL),2021-09-10 14:57:06.100130,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
91fa38ea-765c-4228-b8ff-6075bfac8a24,Assign Claim,2021-09-21 20:13:10.992477,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
91fa38ea-765c-4228-b8ff-6075bfac8a24,Claim Decision,2021-09-27 09:48:16.199372,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
91fa38ea-765c-4228-b8ff-6075bfac8a24,Set Reserve,2021-10-01 15:16:08.597255,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
91fa38ea-765c-4228-b8ff-6075bfac8a24,Payment Sent,2021-10-03 18:28:44.308733,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
91fa38ea-765c-4228-b8ff-6075bfac8a24,Close Claim,2021-10-06 08:02:44.243157,Timothy Knapp,Rachel Lewis,Timothy Rodriguez,4962.48,26,Collision,Honda,Civic,2018,Rollover,Human
9db58526-1be7-461d-9c75-86354ee40bf1,First Notification of Loss (FNOL),2020-08-13 11:31:37.897351,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
9db58526-1be7-461d-9c75-86354ee40bf1,Assign Claim,2020-08-26 16:35:28.269615,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
9db58526-1be7-461d-9c75-86354ee40bf1,Claim Decision,2020-08-30 22:32:06.432233,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
9db58526-1be7-461d-9c75-86354ee40bf1,Set Reserve,2020-09-04 04:49:12.447111,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
9db58526-1be7-461d-9c75-86354ee40bf1,Payment Sent,2020-09-09 00:13:35.091816,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
9db58526-1be7-461d-9c75-86354ee40bf1,Close Claim,2020-09-15 23:08:14.200501,Amanda Pitts,Sophia Cruz,Mrs. Kathleen Carter PhD,2724.73,46,Collision,Ford,F-150,2020,Side-impact,Human
8f205492-f363-4f0b-873e-c6f24242feee,First Notification of Loss (FNOL),2022-08-18 09:55:39.978149,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
8f205492-f363-4f0b-873e-c6f24242feee,Assign Claim,2022-09-01 18:00:45.164686,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
8f205492-f363-4f0b-873e-c6f24242feee,Claim Decision,2022-09-05 05:18:43.716844,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
8f205492-f363-4f0b-873e-c6f24242feee,Set Reserve,2022-09-10 20:50:28.057957,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
8f205492-f363-4f0b-873e-c6f24242feee,Payment Sent,2022-09-14 16:47:15.224344,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
8f205492-f363-4f0b-873e-c6f24242feee,Close Claim,2022-09-23 10:38:59.296337,Andrew Robertson,Brian Cisneros,Ashley Brooks,2852.15,27,Liability,Nissan,Altima,2014,Head-on,RPA
dd950666-4960-4f61-90d1-59b303d1295a,First Notification of Loss (FNOL),2022-11-05 12:51:19.794222,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
dd950666-4960-4f61-90d1-59b303d1295a,Assign Claim,2022-11-22 05:34:11.801022,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
dd950666-4960-4f61-90d1-59b303d1295a,Claim Decision,2022-11-26 13:22:29.723125,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
dd950666-4960-4f61-90d1-59b303d1295a,Set Reserve,2022-12-06 22:57:15.758932,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
dd950666-4960-4f61-90d1-59b303d1295a,Payment Sent,2022-12-11 04:57:36.009268,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
dd950666-4960-4f61-90d1-59b303d1295a,Close Claim,2022-12-15 11:20:56.734314,Ashley Mills,Monica Garcia,Scott Chapman,7713.19,72,Liability,Toyota,Camry,2017,Side-impact,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,First Notification of Loss (FNOL),2021-05-02 02:38:30.623216,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,Assign Claim,2021-05-14 11:12:37.480612,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,Claim Decision,2021-05-17 14:22:32.427616,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,Set Reserve,2021-05-22 02:29:09.064607,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,Payment Sent,2021-05-28 13:10:07.426278,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
93a0b012-ae43-4acc-9612-ce05826e1abf,Close Claim,2021-05-30 05:51:40.222036,Michael Rodriguez,Cynthia Stein,Gary Schmidt,8429.64,35,Collision,Chevrolet,Silverado,2019,Rear-end,Human
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,First Notification of Loss (FNOL),2021-05-12 14:20:30.713855,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,Assign Claim,2021-05-31 10:22:40.797472,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,Claim Decision,2021-06-06 23:20:13.420092,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,Set Reserve,2021-06-11 16:10:06.000686,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,Payment Sent,2021-06-15 09:55:15.225670,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
4a4d5ee2-0d88-4fd1-9e55-b3da79a98492,Close Claim,2021-06-15 20:20:07.287849,Jeffrey Ali,Mrs. Kari Saunders DDS,Jordan Taylor,6096.2,29,Collision,Toyota,Camry,2021,Head-on,RPA
da09f9f3-0adc-42a0-905d-31773e8eb60a,First Notification of Loss (FNOL),2020-07-18 08:30:49.734807,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
da09f9f3-0adc-42a0-905d-31773e8eb60a,Assign Claim,2020-07-31 18:54:05.212085,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
da09f9f3-0adc-42a0-905d-31773e8eb60a,Claim Decision,2020-08-05 07:10:55.093208,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
da09f9f3-0adc-42a0-905d-31773e8eb60a,Set Reserve,2020-08-11 06:24:16.146769,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
da09f9f3-0adc-42a0-905d-31773e8eb60a,Payment Sent,2020-08-13 16:42:13.042079,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
da09f9f3-0adc-42a0-905d-31773e8eb60a,Close Claim,2020-08-19 16:07:42.297141,Robert Casey,Jessica Phillips,Michael Lane,1952.42,66,Comprehensive,Hyundai,Elantra,2014,Head-on,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,First Notification of Loss (FNOL),2022-04-23 07:33:25.487845,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,Assign Claim,2022-05-10 08:32:17.768919,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,Claim Decision,2022-05-16 08:01:01.073366,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,Set Reserve,2022-05-24 03:35:28.746800,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,Payment Sent,2022-05-29 22:49:23.823894,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
dcd04cbd-45df-4fb0-a704-a82aa772f241,Close Claim,2022-06-05 18:38:49.039212,Derek Henderson,Gabrielle Hamilton,David Nelson,6715.19,46,Comprehensive,Jeep,Wrangler,2011,Rear-end,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,First Notification of Loss (FNOL),2022-09-23 11:19:09.723244,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,Assign Claim,2022-10-06 20:08:04.168440,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,Claim Decision,2022-10-12 08:31:29.412402,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,Set Reserve,2022-10-18 09:20:35.954085,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,Payment Sent,2022-10-19 18:51:16.846107,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
31738613-f9af-4cb4-ad3e-3d0ed5811916,Close Claim,2022-10-23 00:51:30.846197,Troy Foley,Kyle Thompson,Richard Fernandez,3608.47,25,Comprehensive,Toyota,Camry,2012,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,First Notification of Loss (FNOL),2022-02-11 22:56:21.967201,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,Assign Claim,2022-02-27 17:38:00.987038,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,Claim Decision,2022-03-04 10:01:48.918901,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,Set Reserve,2022-03-08 00:00:41.675580,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,Payment Sent,2022-03-10 12:09:52.161481,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
e05bde2a-f02f-41ca-9c80-5c499d7ed4b1,Close Claim,2022-03-18 08:40:45.748588,Crystal Morgan,Bradley Davis,Beverly Koch,3098.35,76,Liability,Honda,Civic,2017,Head-on,Human
d46b1e43-6397-4caf-8a88-226209a385f0,First Notification of Loss (FNOL),2021-01-03 18:16:12.462697,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
d46b1e43-6397-4caf-8a88-226209a385f0,Assign Claim,2021-01-20 05:14:40.546132,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
d46b1e43-6397-4caf-8a88-226209a385f0,Claim Decision,2021-01-22 13:44:36.781493,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
d46b1e43-6397-4caf-8a88-226209a385f0,Set Reserve,2021-01-30 01:12:40.878285,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
d46b1e43-6397-4caf-8a88-226209a385f0,Payment Sent,2021-02-05 00:36:21.007341,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
d46b1e43-6397-4caf-8a88-226209a385f0,Close Claim,2021-02-07 20:34:36.654784,Molly Vargas,Erin Berry,Karen Henry,3252.81,21,Liability,Ford,F-150,2013,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,First Notification of Loss (FNOL),2020-10-06 20:24:04.885306,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,Assign Claim,2020-10-22 02:24:17.826942,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,Claim Decision,2020-10-29 03:23:40.401123,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,Set Reserve,2020-11-03 11:11:09.079315,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,Payment Sent,2020-11-06 15:13:14.691879,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
36077ec7-e1b9-4acb-94ee-9d8ab9797c40,Close Claim,2020-11-14 07:50:33.946587,Clayton Brandt,Anne Turner,Marc Mahoney,2108.26,48,Liability,Ford,F-150,2021,Side-impact,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,First Notification of Loss (FNOL),2021-05-29 02:41:39.149054,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,Assign Claim,2021-06-14 08:12:30.278716,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,Claim Decision,2021-06-19 15:34:38.901183,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,Set Reserve,2021-06-23 00:22:51.521794,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,Payment Sent,2021-07-01 02:57:34.405985,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
d4480bf9-3b0f-468d-b48c-4e6d1de8d36f,Close Claim,2021-07-01 00:47:26.945851,Randy Mitchell,Taylor Conner,Victoria Ryan,3136.34,24,Collision,Toyota,Camry,2019,Rear-end,Human
bc8957b4-6821-4517-b3a9-c15fbe776157,First Notification of Loss (FNOL),2022-10-08 02:37:27.648418,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
bc8957b4-6821-4517-b3a9-c15fbe776157,Assign Claim,2022-10-19 10:53:20.118570,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
bc8957b4-6821-4517-b3a9-c15fbe776157,Claim Decision,2022-10-24 14:37:11.114035,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
bc8957b4-6821-4517-b3a9-c15fbe776157,Set Reserve,2022-10-29 16:55:25.783248,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
bc8957b4-6821-4517-b3a9-c15fbe776157,Payment Sent,2022-11-04 22:05:37.665393,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
bc8957b4-6821-4517-b3a9-c15fbe776157,Close Claim,2022-11-09 01:47:59.298774,Johnny Macias,Jill Rogers,Danielle Hodge,5420.75,61,Liability,Jeep,Wrangler,2011,Side-impact,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,First Notification of Loss (FNOL),2023-04-02 14:17:38.003771,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,Assign Claim,2023-04-16 14:39:23.632081,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,Claim Decision,2023-04-21 08:52:45.563504,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,Set Reserve,2023-04-28 13:21:58.855256,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,Payment Sent,2023-05-03 17:21:46.317162,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
83083777-57a7-4cb3-8140-34edeb746c6a,Close Claim,2023-05-08 05:14:11.289399,April Hayes,Brian Cunningham,David Jackson,8113.38,42,Liability,Toyota,Camry,2020,Rollover,RPA
4c45461d-5433-40c8-8dea-49729ccae548,First Notification of Loss (FNOL),2022-08-01 07:47:15.151431,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
4c45461d-5433-40c8-8dea-49729ccae548,Assign Claim,2022-08-16 15:05:19.503102,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
4c45461d-5433-40c8-8dea-49729ccae548,Claim Decision,2022-08-20 18:54:47.906198,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
4c45461d-5433-40c8-8dea-49729ccae548,Set Reserve,2022-08-24 10:51:03.175304,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
4c45461d-5433-40c8-8dea-49729ccae548,Payment Sent,2022-08-30 18:27:21.727411,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
4c45461d-5433-40c8-8dea-49729ccae548,Close Claim,2022-09-01 18:51:25.659963,Ryan Taylor,Elizabeth Buck,Crystal Burton,9042.51,65,Comprehensive,Nissan,Altima,2014,Rear-end,RPA
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,First Notification of Loss (FNOL),2022-01-06 05:06:34.499750,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,Assign Claim,2022-01-19 04:05:11.318464,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,Claim Decision,2022-01-25 05:41:53.409397,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,Set Reserve,2022-01-31 11:28:00.541096,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,Payment Sent,2022-02-05 14:23:56.144061,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
a7a520cb-2504-4af8-b7e0-dc3e2aae35cb,Close Claim,2022-02-11 21:39:36.536558,John Esparza,Jacob Lopez,Melissa Ellison,4847.12,74,Liability,Hyundai,Elantra,2019,Rear-end,Human
ce1295b0-ef34-4a11-abec-4af593c02c3a,First Notification of Loss (FNOL),2021-10-15 19:59:05.978478,Mr. Max Huang,Alexander Smith,Cathy Thomas,6558.73,81,Collision,Honda,Civic,2012,Rollover,RPA
ce1295b0-ef34-4a11-abec-4af593c02c3a,Assign Claim,2021-11-02 22:57:45.252427,Mr. Max Huang,Alexander Smith,Cathy Thomas,6558.73,81,Collision,Honda,Civic,2012,Rollover,RPA
